game_id;sezon;source;match_type;druzyna_A;druzyna_B;sety_A;sety_B;wygrana_A;A_pts_suma;A_pts_bp;A_pts_bilans;A_srv_suma;A_srv_bledy;A_srv_asy;A_rec_suma;A_rec_bledy;A_rec_poz_pct;A_rec_perf_pct;A_atk_suma;A_atk_bledy;A_atk_blok;A_atk_pkt;A_atk_skut_pct;A_blk_pkt;B_pts_suma;B_pts_bp;B_pts_bilans;B_srv_suma;B_srv_bledy;B_srv_asy;B_rec_suma;B_rec_bledy;B_rec_poz_pct;B_rec_perf_pct;B_atk_suma;B_atk_bledy;B_atk_blok;B_atk_pkt;B_atk_skut_pct;B_blk_pkt;diff_pts_suma;diff_pts_bp;diff_pts_bilans;diff_srv_suma;diff_srv_bledy;diff_srv_asy;diff_rec_suma;diff_rec_bledy;diff_rec_poz_pct;diff_rec_perf_pct;diff_atk_suma;diff_atk_bledy;diff_atk_blok;diff_atk_pkt;diff_atk_skut_pct;diff_blk_pkt
1101614;2021/2022;PDF;3:1;Polskie Przetwory Pałac Byd…;E.LECLERC MOYA Radomka …;1;3;0;56;21;7;80;9;4;79;4;72;47;142;20;16;42;30;10;56;25;19;87;8;4;71;4;62;34;107;15;10;36;34;16;0;-4;-12;-7;1;0;8;0;10;13;35;5;6;6;-4;-6
1101615;2021/2022;HTML;3:0;#VolleyWrocław;IŁ Capital Legionovia Legionowo;0;3;0;42;17;14;62;6;6;67;5;31;6;100;6;11;28;28;8;62;26;33;73;6;5;56;6;39;20;108;9;8;46;43;11;-20;-9;-19;-11;0;1;11;-1;-8;-14;-8;-3;3;-18;-15;-3
1101616;2021/2022;PDF;3:0;Joker Świecie;Grot Budowlani Łódź;0;3;0;39;16;12;62;2;1;64;7;38;13;92;6;12;29;32;9;61;30;32;73;9;7;60;1;45;22;115;10;9;42;37;12;-22;-14;-20;-11;-7;-6;4;6;-7;-9;-23;-4;3;-13;-5;-3
1101617;2021/2022;PDF;3:0;Grupa Azoty Chemik Police;UNI Opole;3;0;1;57;30;39;74;7;4;46;4;43;17;87;3;4;44;51;9;39;12;13;53;7;4;67;4;48;28;97;6;9;31;32;4;18;18;26;21;0;0;-21;0;-5;-11;-10;-3;-5;13;19;5
1101618;2021/2022;PDF;3:2;Developres BELLA DOLINA R…;Grupa Azoty Chemik Police;3;2;1;79;29;39;108;7;5;98;5;41;21;184;11;17;60;33;14;86;29;44;107;9;5;101;5;48;24;189;14;14;64;34;17;-7;0;-5;1;-2;0;-3;0;-7;-3;-5;-3;3;-4;-1;-3
1101619;2021/2022;PDF;3:0;Joker Świecie;IŁ Capital Legionovia Legion…;0;3;0;54;21;24;67;7;4;70;6;50;19;96;5;12;39;41;11;56;23;30;74;4;6;60;4;52;30;90;7;11;38;42;12;-2;-2;-6;-7;3;-2;10;2;-2;-11;6;-2;1;1;-1;-1
1101620;2021/2022;HTML;3:1;#VolleyWrocław;E.LECLERC MOYA Radomka Radom;1;3;0;62;29;17;89;15;5;79;5;39;8;138;12;13;50;36;7;63;32;26;95;16;5;74;5;46;11;123;9;7;45;37;13;-1;-3;-9;-6;-1;0;5;0;-7;-3;15;3;6;5;-1;-6
1101621;2021/2022;HTML;3:2;Polskie Przetwory Pałac Bydgoszcz;Energa MKS Kalisz;3;2;1;84;39;40;104;9;2;93;2;67;48;184;12;21;69;38;13;78;34;42;108;15;2;95;2;46;23;161;6;13;55;34;21;6;5;-2;-4;-6;0;-2;0;21;25;23;6;8;14;4;-8
1101622;2021/2022;PDF;3:0;BKS BOSTIK Bielsko-Biała;ŁKS Commercecon Łódź;0;3;0;32;6;-1;44;8;1;66;7;41;14;87;7;11;24;28;7;56;32;39;73;7;7;36;1;61;28;81;2;7;38;47;11;-24;-26;-40;-29;1;-6;30;6;-20;-14;6;5;4;-14;-19;-4
1101623;2021/2022;PDF;3:1;UNI Opole;Grot Budowlani Łódź;1;3;0;79;31;41;99;11;4;93;6;54;25;141;10;11;61;43;14;76;30;42;102;9;6;88;4;57;11;145;7;14;59;41;11;3;1;-1;-3;2;-2;5;2;-3;14;-4;3;-3;2;2;3
1101624;2021/2022;PDF;3:2;Energa MKS Kalisz;BKS BOSTIK Bielsko-Biała;2;3;0;78;30;41;91;10;6;94;6;48;15;176;10;11;57;32;15;76;35;43;98;4;6;81;6;43;16;172;8;15;59;34;11;2;-5;-2;-7;6;0;13;0;5;-1;4;2;-4;-2;-2;4
1101625;2021/2022;PDF;3:1;E.LECLERC MOYA Radomka …;Developres BELLA DOLINA R…;1;3;0;57;16;23;77;9;1;87;3;52;26;124;7;15;47;38;9;84;35;55;100;13;3;68;1;69;25;135;6;9;66;49;15;-27;-19;-32;-23;-4;-2;19;2;-17;1;-11;1;6;-19;-11;-6
1101626;2021/2022;HTML;3:2;IŁ Capital Legionovia Legionowo;ŁKS Commercecon Łódź;3;2;1;82;28;42;102;15;6;93;1;48;18;158;14;10;65;41;11;65;22;31;101;8;1;87;6;44;21;146;9;11;54;37;10;17;6;11;1;7;5;6;-5;4;-3;12;5;-1;11;4;1
1101627;2021/2022;PDF;3:0;Grot Budowlani Łódź;Polskie Przetwory Pałac Byd…;3;0;1;49;29;33;74;6;5;35;1;51;40;86;5;4;33;38;11;29;6;-9;45;10;1;68;5;51;24;101;12;11;24;24;4;20;23;42;29;-4;4;-33;-4;0;16;-15;-7;-7;9;14;7
1101628;2021/2022;HTML;3:2;UNI Opole;#VolleyWrocław;3;2;1;86;30;51;116;10;9;100;5;46;14;152;6;14;61;40;16;86;29;34;110;10;5;106;9;52;8;172;17;16;67;39;14;0;1;17;6;0;4;-6;-4;-6;6;-20;-11;-2;-6;1;2
1101629;2021/2022;PDF;3:0;Grupa Azoty Chemik Police;Joker Świecie;3;0;1;54;21;30;73;11;2;52;1;56;29;100;7;5;45;45;7;38;11;11;61;9;1;62;2;47;24;116;9;7;32;28;5;16;10;19;12;2;1;-10;-1;9;5;-16;-2;-2;13;17;2
1101630;2021/2022;HTML;3:0;#VolleyWrocław;Joker Świecie;3;0;1;62;28;39;73;9;8;51;0;51;16;96;9;5;44;46;10;34;6;4;59;8;0;64;8;36;14;102;4;10;29;28;5;28;22;35;14;1;8;-13;-8;15;2;-6;5;-5;15;18;5
1101631;2021/2022;HTML;3:2;Polskie Przetwory Pałac Bydgoszcz;UNI Opole;3;2;1;85;40;45;106;12;7;88;1;74;35;167;16;11;68;41;10;64;23;27;95;7;1;94;7;61;25;142;13;10;52;37;11;21;17;18;11;5;6;-6;-6;13;10;25;3;1;16;4;-1
1101632;2021/2022;PDF;3:2;ŁKS Commercecon Łódź;Grot Budowlani Łódź;3;2;1;87;38;50;110;9;3;85;5;56;33;144;13;10;69;48;15;73;24;36;97;12;5;101;3;46;23;151;7;15;58;38;10;14;14;14;13;-3;-2;-16;2;10;10;-7;6;-5;11;10;5
1101633;2021/2022;HTML;3:2;Developres BELLA DOLINA Rzeszów;IŁ Capital Legionovia Legionowo;2;3;0;83;31;44;107;9;2;99;5;50;25;186;14;11;69;37;12;85;33;49;113;14;5;98;2;37;13;179;8;12;69;39;11;-2;-2;-5;-6;-5;-3;1;3;13;12;7;6;-1;0;-2;1
1101634;2021/2022;HTML;3:2;E.LECLERC MOYA Radomka Radom;BKS BOSTIK Bielsko-Biała;2;3;0;67;26;29;103;11;5;86;3;54;29;145;11;13;47;32;15;78;27;29;100;14;3;92;5;60;24;167;15;15;62;37;13;-11;-1;0;3;-3;2;-6;-2;-6;5;-22;-4;-2;-15;-5;2
1101635;2021/2022;PDF;3:1;Energa MKS Kalisz;Grupa Azoty Chemik Police;1;3;0;58;27;16;82;11;6;79;8;34;15;138;9;14;48;35;4;72;38;41;93;14;8;71;6;44;13;129;7;4;50;39;14;-14;-11;-25;-11;-3;-2;8;2;-10;2;9;2;10;-2;-4;-10
1101636;2021/2022;PDF;3:1;Energa MKS Kalisz;E.LECLERC MOYA Radomka …;1;3;0;59;21;22;83;8;5;90;5;49;17;142;12;12;43;30;11;73;32;40;94;4;5;75;5;41;15;142;13;11;56;39;12;-14;-11;-18;-11;4;0;15;0;8;2;0;-1;1;-13;-9;-1
1101637;2021/2022;PDF;3:0;IŁ Capital Legionovia Legion…;BKS BOSTIK Bielsko-Biała;3;0;1;48;25;23;73;6;5;56;3;23;7;101;13;3;34;34;9;41;19;3;68;12;3;67;5;55;34;118;12;9;35;30;3;7;6;20;5;-6;2;-11;-2;-32;-27;-17;1;-6;-1;4;6
1101638;2021/2022;HTML;3:2;Grot Budowlani Łódź;Developres BELLA DOLINA Rzeszów;2;3;0;73;25;31;102;13;2;93;4;33;16;169;12;13;59;35;12;78;28;40;104;11;4;89;2;43;19;168;13;12;61;36;13;-5;-3;-9;-2;2;-2;4;2;-10;-3;1;-1;1;-2;-1;-1
1101639;2021/2022;PDF;3:1;UNI Opole;ŁKS Commercecon Łódź;1;3;0;58;21;16;86;11;4;90;7;59;21;131;9;15;46;35;8;77;40;42;101;11;7;75;4;49;12;125;12;8;55;44;15;-19;-19;-26;-15;0;-3;15;3;10;9;6;-3;7;-9;-9;-7
1101640;2021/2022;PDF;3:1;Joker Świecie;KS Pałac Bydgoszcz;3;1;1;70;28;36;91;14;4;79;4;44;15;143;7;9;50;35;16;56;23;17;83;4;4;77;4;43;21;125;15;16;43;34;9;14;5;19;8;10;0;2;0;1;-6;18;-8;-7;7;1;7
1101641;2021/2022;PDF;3:0;Grupa Azoty Chemik Police;#VolleyWrocław;3;0;1;58;31;41;73;4;10;50;1;48;22;80;7;5;39;49;9;42;13;8;57;7;1;69;10;33;16;95;8;9;36;38;5;16;18;33;16;-3;9;-19;-9;15;6;-15;-1;-4;3;11;4
1101642;2021/2022;HTML;3:2;Polskie Przetwory Pałac Bydgoszcz;#VolleyWrocław;2;3;0;71;29;19;97;14;4;103;9;50;28;146;16;13;54;37;13;73;34;34;110;7;9;83;4;58;30;162;15;13;51;31;13;-2;-5;-15;-13;7;-5;20;5;-8;-2;-16;1;0;3;6;0
1101643;2021/2022;PDF;3:1;ŁKS Commercecon Łódź;Joker Świecie;3;1;1;69;27;39;96;9;7;66;5;53;26;113;10;6;53;47;9;56;15;18;79;13;5;87;7;51;24;123;9;9;45;37;6;13;12;21;17;-4;2;-21;-2;2;2;-10;1;-3;8;10;3
1101644;2021/2022;PDF;3:1;Developres BELLA DOLINA R…;UNI Opole;3;1;1;79;38;48;99;13;1;68;2;34;25;135;7;9;61;45;17;48;14;16;72;4;2;86;1;41;20;132;10;17;37;28;9;31;24;32;27;9;-1;-18;1;-7;5;3;-3;-8;24;17;8
1101645;2021/2022;PDF;3:1;BKS BOSTIK Bielsko-Biała;Grot Budowlani Łódź;1;3;0;56;26;23;86;13;2;77;8;38;10;116;5;7;39;34;15;69;35;25;91;14;8;73;2;49;18;141;13;15;54;38;7;-13;-9;-2;-5;-1;-6;4;6;-11;-8;-25;-8;-8;-15;-4;8
1101646;2021/2022;PDF;3:2;Energa MKS Kalisz;IŁ Capital Legionovia Legion…;2;3;0;74;34;29;101;9;4;89;9;43;17;153;12;15;56;37;14;76;34;31;102;13;9;92;4;37;15;154;14;14;52;34;15;-2;0;-2;-1;-4;-5;-3;5;6;2;-1;-2;1;4;3;-1
1101647;2021/2022;PDF;3:1;E.LECLERC MOYA Radomka …;Grupa Azoty Chemik Police;1;3;0;61;20;17;85;11;4;84;4;46;15;141;9;20;51;36;6;73;31;44;96;12;4;74;4;58;31;114;7;6;49;43;20;-12;-11;-27;-11;-1;0;10;0;-12;-16;27;2;14;2;-7;-14
1101648;2021/2022;PDF;3:0;IŁ Capital Legionovia Legion…;E.LECLERC MOYA Radomka …;3;0;1;49;23;16;77;11;4;54;1;44;22;105;11;10;35;33;10;41;13;3;66;12;1;66;4;30;11;107;12;10;30;28;10;8;10;13;11;-1;3;-12;-3;14;11;-2;-1;0;5;5;0
1101649;2021/2022;PDF;3:0;Grot Budowlani Łódź;Energa MKS Kalisz;3;0;1;53;22;26;74;9;7;60;5;30;15;108;5;8;39;36;7;48;20;16;66;6;5;65;7;34;11;120;12;7;35;29;8;5;2;10;8;3;2;-5;-2;-4;4;-12;-7;1;4;7;-1
1101650;2021/2022;PDF;3:1;Grupa Azoty Chemik Police;E.LECLERC MOYA Radomka …;3;1;1;76;32;41;97;18;7;73;2;44;23;114;7;8;54;47;15;53;17;12;83;10;2;79;7;44;20;114;9;15;43;38;8;23;15;29;14;8;5;-6;-5;0;3;0;-2;-7;11;9;7
1101651;2021/2022;PDF;3:1;E.LECLERC MOYA Radomka …;IL Capital Legionovia Legion…;1;3;0;70;23;31;88;12;2;91;3;52;36;135;9;15;55;41;13;77;31;48;99;8;3;76;2;41;13;132;6;13;59;45;15;-7;-8;-17;-11;4;-1;15;1;11;23;3;3;2;-4;-4;-2
1101652;2021/2022;PDF;3:1;Energa MKS Kalisz;Grot Budowlani Łódź;3;1;1;77;35;47;99;4;3;78;2;53;27;168;8;16;63;38;11;69;21;38;88;10;2;95;3;54;17;160;7;11;51;32;16;8;14;9;11;-6;1;-17;-1;-1;10;8;1;5;12;6;-5
1101653;2021/2022;PDF;3:1;BKS BOSTIK Bielsko-Biała;UNI Opole;3;1;1;78;37;51;95;4;7;74;6;42;12;132;10;7;63;48;8;60;18;32;77;3;6;91;7;37;11;123;10;8;47;38;7;18;19;19;18;1;1;-17;-1;5;1;9;0;-1;16;10;1
1101654;2021/2022;PDF;3:1;Developres BELLA DOLINA R…;Joker Świecie;3;1;1;78;45;54;97;9;10;57;3;46;26;119;4;8;55;46;13;47;16;7;66;9;3;88;10;36;24;124;8;13;36;29;8;31;29;47;31;0;7;-31;-7;10;2;-5;-4;-5;19;17;5
1101655;2021/2022;HTML;3:0;ŁKS Commercecon Łódź;#VolleyWrocław;3;0;1;62;30;50;74;4;8;44;0;64;41;86;6;2;42;49;12;39;7;8;51;7;0;70;8;40;20;90;4;12;37;41;2;23;23;42;23;-3;8;-26;-8;24;21;-4;2;-10;5;8;10
1101656;2021/2022;PDF;3:1;Polskie Przetwory Pałac Byd…;Grupa Azoty Chemik Police;1;3;0;56;24;15;85;7;2;83;4;63;43;125;17;13;42;34;12;70;28;29;98;15;4;78;2;60;40;124;12;12;53;43;13;-14;-4;-14;-13;-8;-2;5;2;3;3;1;5;1;-11;-9;-1
1101657;2021/2022;HTML;3:0;#VolleyWrocław;Developres BELLA DOLINA Rzeszów;0;3;0;40;11;15;56;7;4;65;3;38;2;119;6;9;31;26;5;59;27;38;74;9;3;49;4;35;18;106;3;5;47;44;9;-19;-16;-23;-18;-2;1;16;-1;3;-16;13;3;4;-16;-18;-4
1101658;2021/2022;PDF;3:1;Polskie Przetwory Pałac Byd…;ŁKS Commercecon Łódź;1;3;0;60;23;22;79;5;6;87;3;39;24;137;7;23;46;34;8;78;36;46;95;8;3;74;6;42;26;132;10;8;52;39;23;-18;-13;-24;-16;-3;3;13;-3;-3;-2;5;-3;15;-6;-5;-15
1101659;2021/2022;PDF;3:1;Joker Świecie;BKS BOSTIK Bielsko-Biała;3;1;1;67;34;47;99;5;5;61;1;38;28;107;7;7;44;41;18;61;21;8;77;16;1;94;5;45;26;149;14;18;53;36;7;6;13;39;22;-11;4;-33;-4;-7;2;-42;-7;-11;-9;5;11
1101660;2021/2022;HTML;3:2;UNI Opole;Energa MKS Kalisz;2;3;0;71;35;38;96;5;8;85;6;48;15;139;10;12;50;36;13;79;30;39;98;13;6;91;8;36;11;148;6;13;61;41;12;-8;5;-1;-2;-8;2;-6;-2;12;4;-9;4;-1;-11;-5;1
1101661;2021/2022;PDF;3:1;Grot Budowlani Łódź;E.LECLERC MOYA Radomka …;1;3;0;63;27;26;91;7;4;88;4;50;26;142;13;13;45;32;14;74;36;35;97;9;4;84;4;46;23;155;12;14;57;37;13;-11;-9;-9;-6;-2;0;4;0;4;3;-13;1;-1;-12;-5;1
1101662;2021/2022;HTML;3:0;Grupa Azoty Chemik Police;IŁ Capital Legionovia Legionowo;3;0;1;53;24;33;74;7;0;46;2;43;22;97;5;6;42;43;11;38;11;11;54;8;2;67;0;42;8;101;8;11;30;30;6;15;13;22;20;-1;-2;-21;2;1;14;-4;-3;-5;12;13;5
1101663;2021/2022;HTML;3:2;IŁ Capital Legionovia Legionowo;Grot Budowlani Łódź;3;2;1;77;31;38;98;8;5;87;4;49;23;150;19;8;55;37;17;63;21;25;96;9;4;90;5;50;20;147;7;17;51;35;8;14;10;13;2;-1;1;-3;-1;-1;3;3;12;-9;4;2;9
1101664;2021/2022;PDF;3:1;E.LECLERC MOYA Radomka …;UNI Opole;1;3;0;57;19;18;75;11;3;89;6;48;24;131;17;5;48;37;6;67;33;42;96;7;6;64;3;41;17;126;9;6;56;44;5;-10;-14;-24;-21;4;-3;25;3;7;7;5;8;-1;-8;-7;1
1101665;2021/2022;HTML;3:2;Energa MKS Kalisz;Joker Świecie;3;2;1;74;36;39;100;7;6;81;4;48;24;154;14;10;55;36;13;68;25;26;92;11;4;93;6;47;23;149;12;13;54;36;10;6;11;13;8;-4;2;-12;-2;1;1;5;2;-3;1;0;3
1101666;2021/2022;HTML;3:2;BKS BOSTIK Bielsko-Biała;#VolleyWrocław;3;2;1;75;33;50;109;7;7;72;2;54;17;136;10;6;60;44;8;67;18;21;91;19;2;102;7;38;10;154;12;8;59;38;6;8;15;29;18;-12;5;-30;-5;16;7;-18;-2;-2;1;6;2
1101667;2021/2022;PDF;3:1;Developres BELLA DOLINA R…;Polskie Przetwory Pałac Byd…;3;1;1;64;24;41;92;12;2;68;4;38;16;106;4;3;51;48;11;57;16;19;80;12;4;80;2;50;25;128;13;11;50;39;3;7;8;22;12;0;-2;-12;2;-12;-9;-22;-9;-8;1;9;8
1101668;2021/2022;PDF;3:1;ŁKS Commercecon Łódź;Grupa Azoty Chemik Police;3;1;1;72;27;40;96;7;3;83;7;46;25;132;6;12;59;45;10;78;26;42;93;10;7;89;3;60;24;149;13;10;59;40;12;-6;1;-2;3;-3;-4;-6;4;-14;1;-17;-7;2;0;5;-2
1101669;2021/2022;PDF;3:0;ŁKS Commercecon Łódź;Developres BELLA DOLINA R…;0;3;0;38;18;6;62;6;2;63;2;40;11;103;8;16;30;29;6;62;31;33;75;12;2;56;2;41;16;108;9;6;44;41;16;-24;-13;-27;-13;-6;0;7;0;-1;-5;-5;-1;10;-14;-12;-10
1101670;2021/2022;PDF;3:1;Polskie Przetwory Pałac Byd…;BKS BOSTIK Bielsko-Biała;1;3;0;75;27;38;97;12;2;92;3;51;28;134;11;11;58;43;15;73;24;39;99;7;3;85;2;58;31;148;10;15;59;40;11;2;3;-1;-2;5;-1;7;1;-7;-3;-14;1;-4;-1;3;4
1101671;2021/2022;HTML;3:1;#VolleyWrocław;Energa MKS Kalisz;1;3;0;68;29;25;95;4;1;92;12;23;5;139;11;16;54;39;13;82;38;45;103;11;12;91;1;41;12;158;12;13;54;34;16;-14;-9;-20;-8;-7;-11;1;11;-18;-7;-19;-1;3;0;5;-3
1101672;2021/2022;PDF;3:1;Joker Świecie;E.LECLERC MOYA Radomka …;1;3;0;67;27;30;88;9;10;91;2;48;20;158;14;12;47;30;10;75;31;36;100;9;2;79;10;58;32;156;10;10;61;39;12;-8;-4;-6;-12;0;8;12;-8;-10;-12;2;4;2;-14;-9;-2
1101673;2021/2022;HTML;3:2;UNI Opole;IŁ Capital Legionovia Legionowo;2;3;0;70;32;26;97;9;7;90;7;50;10;135;15;13;47;35;16;72;34;29;100;10;7;88;7;52;12;143;10;16;52;36;13;-2;-2;-3;-3;-1;0;2;0;-2;-2;-8;5;-3;-5;-1;3
1101674;2021/2022;PDF;3:0;Grupa Azoty Chemik Police;Grot Budowlani Łódź;3;0;1;56;29;38;73;8;3;41;3;51;32;79;3;4;44;56;9;33;9;3;47;6;3;65;3;45;22;85;12;9;26;31;4;23;20;35;26;2;0;-24;0;6;10;-6;-9;-5;18;25;5
1101675;2021/2022;PDF;3:0;UNI Opole;Joker Świecie;3;0;1;60;33;37;74;8;2;49;4;65;24;103;7;4;46;45;12;36;14;8;53;4;4;66;2;48;11;107;10;12;28;26;4;24;19;29;21;4;-2;-17;2;17;13;-4;-3;-8;18;19;8
1101676;2021/2022;HTML;3:0;Grot Budowlani Łódź;#VolleyWrocław;3;0;1;58;27;42;73;6;5;47;0;53;26;91;6;4;44;48;9;40;8;11;56;9;0;67;5;33;19;88;6;9;36;41;4;18;19;31;17;-3;5;-20;-5;20;7;3;0;-5;8;7;5
1101677;2021/2022;PDF;3:1;UNI Opole;BKS BOSTIK Bielsko-Biała;3;1;1;67;27;31;88;8;7;81;4;48;12;135;12;12;50;37;10;62;25;25;87;6;4;80;7;44;8;128;14;10;46;36;12;5;2;6;1;2;3;1;-3;4;4;7;-2;2;4;1;-2
1101678;2021/2022;PDF;3:0;Joker Świecie;Developres BELLA DOLINA R…;0;3;0;42;13;5;62;15;3;65;6;32;15;88;4;12;29;33;10;53;30;25;75;10;6;47;3;43;17;78;5;10;35;45;12;-11;-17;-20;-13;5;-3;18;3;-11;-2;10;-1;2;-6;-12;-2
1101679;2021/2022;HTML;3:1;#VolleyWrocław;ŁKS Commercecon Łódź;3;1;1;76;32;41;94;13;5;78;4;46;22;120;8;10;54;45;17;62;26;22;88;10;4;81;5;48;23;129;8;17;48;37;10;14;6;19;6;3;1;-3;-1;-2;-1;-9;0;-7;6;8;7
1101680;2021/2022;PDF;3:0;Grupa Azoty Chemik Police;Polskie Przetwory Pałac Byd…;3;0;1;51;20;25;73;10;2;52;2;67;42;89;9;5;41;46;8;36;12;8;60;8;2;63;2;43;22;92;10;8;29;32;5;15;8;17;13;2;0;-11;0;24;20;-3;-1;-3;12;14;3
1101681;2021/2022;PDF;3:0;ŁKS Commercecon Łódź;Polskie Przetwory Pałac Byd…;3;0;1;56;28;31;73;7;4;49;3;49;31;101;7;8;41;41;11;37;13;5;56;7;3;66;4;44;26;97;10;11;26;27;8;19;15;26;17;0;1;-17;-1;5;5;4;-3;-3;15;14;3
1101682;2021/2022;PDF;3:0;Developres BELLA DOLINA R…;#Volley Wrocław;3;0;1;52;26;29;73;10;6;45;1;31;18;89;5;7;36;40;10;37;11;2;54;9;1;63;6;48;27;91;10;10;29;32;7;15;15;27;19;1;5;-18;-5;-17;-9;-2;-5;-3;7;8;3
1101683;2021/2022;PDF;3:0;BKS BOSTIK Bielsko-Biała;Joker Świecie;3;0;1;58;28;35;76;4;3;52;5;38;27;114;9;5;43;38;12;44;14;18;59;7;5;71;3;37;18;126;4;12;34;27;5;14;14;17;17;-3;-2;-19;2;1;9;-12;5;-7;9;11;7
1101684;2021/2022;PDF;3:0;Energa MKS Kalisz;UNI Opole;3;0;1;57;21;33;73;4;2;56;3;63;18;103;6;11;48;47;7;46;10;21;60;4;3;69;2;42;17;100;12;7;32;32;11;11;11;12;13;0;-1;-13;1;21;1;3;-6;4;16;15;-4
1101685;2021/2022;PDF;3:0;E.LECLERC MOYA Radomka …;Grot Budowlani Lódz;3;0;1;58;21;34;74;5;1;61;1;48;28;115;8;10;46;40;11;51;17;23;67;6;1;69;1;61;29;112;10;11;40;36;10;7;4;11;7;-1;0;-8;0;-13;-1;3;-2;-1;6;4;1
1101686;2021/2022;PDF;3:0;IŁ Capital Legionovia Legion…;Grupa Azoty Chemik Police;0;3;0;33;8;-5;46;9;3;66;3;30;12;104;13;13;27;26;3;49;28;33;73;7;3;37;3;27;14;79;3;3;33;42;13;-16;-20;-38;-27;2;0;29;0;3;-2;25;10;10;-6;-16;-10
1101687;2021/2022;PDF;3:0;Grot Budowlani Łódź;IŁ Capital Legionovia Legion…;3;0;1;51;19;32;73;6;4;54;1;48;30;100;7;5;39;39;8;46;16;16;63;9;1;67;4;27;12;111;9;8;40;36;5;5;3;16;10;-3;3;-13;-3;21;18;-11;-2;-3;-1;3;3
1101688;2021/2022;HTML;3:2;UNI Opole;E.LECLERC MOYA Radomka Radom;3;2;1;84;29;46;106;6;3;96;6;48;27;163;12;14;67;41;14;81;26;48;104;8;6;100;3;34;7;161;8;14;61;38;14;3;3;-2;2;-2;-3;-4;3;14;20;2;4;0;6;3;0
1101689;2021/2022;PDF;3:2;Joker Świecie;MKS Kalisz;3;2;1;86;45;55;113;5;14;88;7;45;14;139;8;11;58;42;14;71;29;19;95;7;7;108;14;38;14;150;17;14;53;35;11;15;16;36;18;-2;7;-20;-7;7;0;-11;-9;-3;5;7;3
1101690;2021/2022;HTML;3:0;#VolleyWrocław;BKS BOSTIK Bielsko-Biała;0;3;0;55;18;25;71;7;5;69;3;43;20;103;9;11;42;41;8;56;26;29;75;6;3;64;5;45;11;94;8;8;42;45;11;-1;-8;-4;-4;1;2;5;-2;-2;9;9;1;3;0;-4;-3
1101691;2021/2022;PDF;3:1;Polskie Przetwory Pałac Byd…;Developres BELLA DOLINA R…;1;3;0;52;16;25;74;4;2;85;6;60;33;129;9;8;45;35;5;76;38;49;94;9;6;70;2;56;26;136;11;5;62;46;8;-24;-22;-24;-20;-5;-4;15;4;4;7;-7;-2;3;-17;-11;-3
1101692;2021/2022;PDF;3:1;Grupa Azoty Chemik Police;ŁKS Commercecon Łódź;1;3;0;64;22;32;87;6;5;82;4;44;26;141;14;8;53;38;6;65;25;34;89;7;4;81;5;48;31;140;13;6;53;38;8;-1;-3;-2;-2;-1;1;1;-1;-4;-5;1;1;2;0;0;-2
1101693;2021/2022;PDF;3:2;Developres BELLA DOLINA R…;ŁKS Commercecon Łódź;3;2;1;81;37;42;107;7;8;97;2;40;21;200;14;16;61;31;12;77;33;37;104;7;2;100;8;26;10;163;13;12;59;36;16;4;4;5;3;0;6;-3;-6;14;11;37;1;4;2;-5;-4
1101694;2021/2022;PDF;3:0;BKS BOSTIK Bielsko-Biała;Polskie Przetwory Pałac Byd…;0;3;0;47;19;12;68;7;5;66;3;48;23;108;12;13;38;35;4;55;23;32;73;7;3;61;5;33;8;90;7;4;39;43;13;-8;-4;-20;-5;0;2;5;-2;15;15;18;5;9;-1;-8;-9
1101695;2021/2022;PDF;3:1;Energa MKS Kalisz;#VolleyWrocław;3;1;1;74;37;48;91;6;7;72;6;47;18;124;6;8;53;43;14;63;27;26;78;6;6;85;7;40;18;137;10;14;49;36;8;11;10;22;13;0;1;-13;-1;7;0;-13;-4;-6;4;7;6
1101696;2021/2022;PDF;3:0;E.LECLERC MOYA Radomka …;Joker Swiecie;3;0;1;50;18;23;76;8;2;54;3;52;22;111;10;6;40;36;8;41;12;11;62;8;3;68;2;53;25;116;12;8;32;28;6;9;6;12;14;0;-1;-14;1;-1;-3;-5;-2;-2;8;8;2
1101697;2021/2022;PDF;3:2;IŁ Capital Legionovia Legion…;UNI Opole;2;3;0;73;24;37;96;10;2;86;4;50;21;146;13;9;57;39;14;71;27;34;98;10;4;86;2;58;26;151;11;14;58;38;9;2;-3;3;-2;0;-2;0;2;-8;-5;-5;2;-5;-1;1;5
1101698;2021/2022;PDF;3:1;Grot Budowlani Łódź;Grupa Azoty Chemik Police;1;3;0;59;18;13;77;11;3;85;5;45;26;143;13;17;50;35;6;64;27;40;94;9;5;66;3;48;26;133;6;6;42;32;17;-5;-9;-27;-17;2;-2;19;2;-3;0;10;7;11;8;3;-11
1101699;2021/2022;PDF;3:1;Joker Świecie;UNI Opole;1;3;0;53;14;13;81;11;2;83;5;40;20;143;10;14;43;30;8;66;28;32;94;11;5;70;2;46;29;135;13;8;47;35;14;-13;-14;-19;-13;0;-3;13;3;-6;-9;8;-3;6;-4;-5;-6
1101700;2021/2022;HTML;3:2;#VolleyWrocław;Grot Budowlani Łódź;3;2;1;77;31;30;112;15;4;91;10;48;19;136;8;14;55;40;18;82;33;27;110;19;10;97;4;55;25;159;14;18;58;36;14;-5;-2;3;2;-4;-6;-6;6;-7;-6;-23;-6;-4;-3;4;4
